month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat,long
2020-01,punggol,3 room,01 to 03,67,model a,2015,94 years 05 months,300000,266c punggol way,1.4173999,103.9047509
2020-01,punggol,3 room,16 to 18,68,model a,2016,95 years 05 months,372000,261a punggol way,1.4173999,103.9047509
2020-01,punggol,3 room,10 to 12,68,model a,2015,94 years 05 months,385000,312a sumang link,1.4110086,103.9003954
2020-01,punggol,4 room,07 to 09,90,model a,2003,82 years 02 months,380000,126a edgedale plains,1.3936573,103.9097085
2020-01,punggol,4 room,13 to 15,92,model a,2012,91 years 11 months,470000,615c edgefield plains,1.3980674,103.9070194
2020-01,punggol,4 room,04 to 06,90,model a,2015,94 years 11 months,372000,672d edgefield plains,1.40767045,103.9108004
2020-01,punggol,4 room,07 to 09,90,model a,2015,94 years 11 months,445000,673c edgefield plains,1.40726615,103.910616
2020-01,punggol,4 room,13 to 15,90,model a,2003,82 years 07 months,373000,176b edgefield plains,1.3980674,103.9070194
2020-01,punggol,4 room,01 to 03,94,premium apartment,2010,89 years 06 months,440000,303b punggol central,1.4009033,103.908953
2020-01,punggol,4 room,04 to 06,93,premium apartment,2010,89 years 06 months,426000,301c punggol central,1.4009033,103.908953
2020-01,punggol,4 room,07 to 09,93,premium apartment,2010,89 years 06 months,450000,301c punggol central,1.4009033,103.908953
2020-01,punggol,4 room,07 to 09,93,premium apartment,2013,92 years 09 months,475000,619d punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,04 to 06,93,premium apartment,2013,92 years 08 months,435000,619b punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,01 to 03,93,model a,2012,91 years 11 months,425000,613d punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,13 to 15,90,premium apartment,2007,86 years 11 months,393000,635b punggol drive,1.40078485,103.9139175
2020-01,punggol,4 room,10 to 12,93,model a,2012,91 years 11 months,455000,612b punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,07 to 09,93,premium apartment,2016,95 years 01 month,515000,667a punggol drive,1.4025756,103.9142607
2020-01,punggol,4 room,16 to 18,97,premium apartment,2012,91 years 06 months,605000,306d punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,04 to 06,93,premium apartment,2013,92 years 08 months,460000,619a punggol drive,1.4073569,103.9050972
2020-01,punggol,4 room,07 to 09,93,model a,2016,95 years 06 months,488000,259c punggol field,1.40389,103.8929549
2020-01,punggol,4 room,10 to 12,99,premium apartment,2013,92 years 01 month,545000,270b punggol field,1.40389,103.8929549
2020-01,punggol,4 room,07 to 09,97,premium apartment,2013,92 years,538000,270c punggol field,1.4042572,103.8987751
2020-01,punggol,4 room,10 to 12,93,model a,2016,95 years 06 months,470000,259c punggol field,1.40389,103.8929549
2020-01,punggol,4 room,04 to 06,93,premium apartment,2013,92 years,480000,270a punggol field,1.40389,103.8929549
2020-01,punggol,4 room,13 to 15,93,model a,2016,95 years 05 months,500000,258b punggol field,1.40389,103.8929549
2020-01,punggol,4 room,13 to 15,93,model a,2014,93 years 03 months,440000,169c punggol field,1.40389,103.8929549
2020-01,punggol,4 room,13 to 15,93,model a,2014,93 years 03 months,443000,168c punggol field,1.40389,103.8929549
2020-01,punggol,4 room,10 to 12,93,premium apartment,2013,92 years,525000,269b punggol field,1.4034122,103.8986832
2020-01,punggol,4 room,01 to 03,93,premium apartment,2013,92 years,405000,268a punggol field,1.40389,103.8929549
2020-01,punggol,4 room,16 to 18,93,model a,2014,93 years 03 months,425000,168d punggol field,1.40389,103.8929549
2020-01,punggol,4 room,13 to 15,85,model a,2003,82 years 06 months,355000,128c punggol field walk,1.3923839,103.9129346
2020-01,punggol,4 room,04 to 06,91,model a,2003,82 years 06 months,365000,128a punggol field walk,1.3923839,103.9129346
2020-01,punggol,4 room,13 to 15,96,premium apartment,2013,92 years 03 months,528000,289d punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,13 to 15,92,model a,2014,93 years 11 months,458888,210b punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,07 to 09,97,premium apartment,2012,91 years 06 months,525000,306b punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,16 to 18,93,premium apartment,2011,90 years 02 months,505000,301d punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,10 to 12,99,premium apartment,2013,92 years 02 months,545000,289a punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,04 to 06,92,model a,2014,93 years 05 months,440000,207c punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,07 to 09,99,premium apartment,2013,92 years 02 months,538000,289d punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,01 to 03,92,model a,2014,93 years 11 months,403000,209b punggol place,1.39981635,103.9010882
2020-01,punggol,4 room,13 to 15,94,premium apartment,2011,90 years 02 months,494000,302b punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,13 to 15,94,premium apartment,2013,92 years 06 months,545000,273a punggol place,1.40227305,103.9021343
2020-01,punggol,4 room,04 to 06,97,premium apartment,2013,92 years 02 months,470000,288c punggol place,1.4068543,103.9051616
2020-01,punggol,4 room,13 to 15,93,premium apartment,2014,93 years 03 months,540000,272c punggol walk,1.4029169,103.9000407
2020-01,punggol,4 room,07 to 09,93,model a,2015,94 years 03 months,425000,212a punggol walk,1.39998565,103.8992092
2020-01,punggol,4 room,04 to 06,92,model a,2014,93 years 03 months,455000,211b punggol walk,1.40121245,103.89978
2020-01,punggol,4 room,13 to 15,93,model a,2016,95 years 06 months,505000,260c punggol way,1.4052093,103.8963697
2020-01,punggol,4 room,01 to 03,93,model a,2016,95 years 05 months,416444,261a punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,04 to 06,92,model a,2015,94 years 05 months,458000,266b punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,04 to 06,92,model a,2015,94 years 05 months,460000,266c punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,16 to 18,92,model a,2015,94 years 05 months,513888,266d punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,07 to 09,93,model a,2016,95 years 06 months,459000,261c punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,01 to 03,92,model a,2015,94 years 05 months,420000,265d punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,04 to 06,93,model a,2016,95 years 05 months,455000,261a punggol way,1.4173999,103.9047509
2020-01,punggol,4 room,01 to 03,92,model a,2015,94 years 05 months,440000,313c sumang link,1.41058425,103.9015445
2020-01,punggol,5 room,10 to 12,110,improved,2004,83 years 05 months,440000,172a edgedale plains,1.3936573,103.9097085
2020-01,punggol,5 room,13 to 15,111,improved,2003,82 years 03 months,415000,109a edgedale plains,1.3936573,103.9097085
2020-01,punggol,5 room,13 to 15,111,improved,2003,82 years 04 months,420000,109c edgedale plains,1.3936573,103.9097085
2020-01,punggol,5 room,04 to 06,110,improved,2003,82 years 07 months,440000,176c edgefield plains,1.3980674,103.9070194
2020-01,punggol,5 room,07 to 09,110,premium apartment,2003,82 years 10 months,485000,296 punggol central,1.4009033,103.908953
2020-01,punggol,5 room,10 to 12,110,premium apartment,2003,82 years 10 months,475000,294 punggol central,1.4009033,103.908953
2020-01,punggol,5 room,01 to 03,111,premium apartment,2003,82 years 09 months,410000,298 punggol central,1.4009033,103.908953
2020-01,punggol,5 room,19 to 21,112,premium apartment,2004,83 years 05 months,493000,165b punggol central,1.4009033,103.908953
2020-01,punggol,5 room,13 to 15,110,premium apartment,2003,82 years 09 months,486000,299 punggol central,1.4009033,103.908953
2020-01,punggol,5 room,10 to 12,110,premium apartment,2003,82 years 10 months,550000,297 punggol central,1.4009033,103.908953
2020-01,punggol,5 room,16 to 18,110,premium apartment,2005,84 years 01 month,470000,642c punggol drive,1.3985658,103.9159553
2020-01,punggol,5 room,10 to 12,113,premium apartment,2016,95 years 02 months,689888,667a punggol drive,1.4025756,103.9142607
2020-01,punggol,5 room,10 to 12,113,premium apartment,2016,95 years 01 month,650000,666b punggol drive,1.4073569,103.9050972
2020-01,punggol,5 room,07 to 09,113,premium apartment,2016,95 years 01 month,640000,666a punggol drive,1.4073569,103.9050972
2020-01,punggol,5 room,07 to 09,110,improved,2003,82 years 06 months,420000,175d punggol field,1.40389,103.8929549
2020-01,punggol,5 room,13 to 15,110,improved,2003,82 years 05 months,425000,199b punggol field,1.40389,103.8929549
2020-01,punggol,5 room,16 to 18,112,improved,2014,93 years 04 months,555000,170b punggol field,1.40389,103.8929549
2020-01,punggol,5 room,04 to 06,110,improved,2003,82 years 08 months,410000,175a punggol field,1.40389,103.8929549
2020-01,punggol,5 room,10 to 12,110,improved,2004,83 years 06 months,452000,201d punggol field,1.40389,103.8929549
2020-01,punggol,5 room,13 to 15,113,improved,2015,94 years 04 months,600000,213c punggol walk,1.4007036,103.8989236
2020-01,punggol,5 room,10 to 12,113,improved,2015,94 years 03 months,558000,213c punggol walk,1.4007036,103.8989236
2020-01,punggol,5 room,04 to 06,113,improved,2016,95 years 05 months,501000,260b punggol way,1.4048612,103.8963185
2020-01,punggol,5 room,13 to 15,112,improved,2015,94 years 05 months,660000,264a punggol way,1.4173999,103.9047509
2020-01,punggol,5 room,16 to 18,112,improved,2015,94 years 05 months,640000,265a punggol way,1.4173999,103.9047509
2020-01,punggol,5 room,07 to 09,112,improved,2015,94 years 06 months,590000,265d punggol way,1.4173999,103.9047509
2020-01,punggol,5 room,01 to 03,111,improved,2015,94 years 05 months,573000,265d punggol way,1.4173999,103.9047509
2020-01,punggol,5 room,04 to 06,112,improved,2015,94 years 05 months,640000,312b sumang link,1.4113202,103.9005232
2020-01,punggol,5 room,13 to 15,112,improved,2015,94 years 05 months,695000,313c sumang link,1.41058425,103.9015445
2020-01,punggol,5 room,16 to 18,112,improved,2015,94 years 05 months,660000,313c sumang link,1.41058425,103.9015445
2020-01,queenstown,2 room,07 to 09,47,standard,1970,49 years 05 months,185000,96 commonwealth cres,1.3061598,103.8013069
2020-01,queenstown,3 room,04 to 06,58,standard,1967,46 years 01 month,230000,87 commonwealth close,1.30463195,103.7994679
2020-01,queenstown,3 room,07 to 09,58,standard,1967,46 years,258000,86 commonwealth close,1.30434645,103.7994155
2020-01,queenstown,3 room,10 to 12,60,standard,1967,46 years,305000,81 commonwealth close,1.30377905,103.8004015
2020-01,queenstown,3 room,01 to 03,64,standard,1970,49 years 06 months,242000,102 commonwealth cres,1.3077953,103.8007086
2020-01,queenstown,3 room,01 to 03,55,standard,1970,49 years 06 months,211000,102 commonwealth cres,1.3077953,103.8007086
2020-01,queenstown,3 room,01 to 03,59,standard,1970,49 years 05 months,288000,100 commonwealth cres,1.3076618,103.8013316
2020-01,queenstown,3 room,10 to 12,60,standard,1967,46 years 01 month,220000,90 commonwealth drive,40.7514923,-73.3562243
2020-01,queenstown,3 room,07 to 09,69,standard,1967,46 years,260000,93 commonwealth drive,40.75206595,-73.35612325
2020-01,queenstown,3 room,28 to 30,63,model a,2015,94 years 01 month,608000,53 commonwealth drive,43.6946919,-70.30582154
2020-01,queenstown,3 room,10 to 12,65,improved,1976,55 years 06 months,350000,21 dover cres,45.9316443,-66.6460589
2020-01,queenstown,3 room,13 to 15,73,improved,1976,55 years 06 months,381888,21 dover cres,45.9316443,-66.6460589
2020-01,queenstown,3 room,13 to 15,65,improved,1976,55 years 06 months,320000,5 ghim moh road,1.3126522,103.7882922
2020-01,queenstown,3 room,10 to 12,65,improved,1976,55 years 06 months,308000,4 ghim moh road,1.31319965,103.7882697
2020-01,queenstown,3 room,01 to 03,65,improved,1974,53 years 04 months,338888,4 holland close,51.5966046,-3.053446607
2020-01,queenstown,3 room,16 to 18,65,improved,1975,54 years,400000,13 holland drive,42.0716383,-72.64359123
2020-01,queenstown,3 room,07 to 09,66,improved,1970,49 years 01 month,296800,158 mei ling street,1.29269905,103.8028642
2020-01,queenstown,3 room,13 to 15,67,improved,1970,49 years,290000,154 mei ling street,1.2938177,103.8036648
2020-01,queenstown,3 room,04 to 06,66,improved,1970,49 years,276900,164 stirling road,52.4733678,-1.9344597
2020-01,queenstown,3 room,07 to 09,60,improved,1970,49 years 06 months,290000,165 stirling road,52.4733678,-1.9344597
2020-01,queenstown,3 room,04 to 06,60,improved,1971,50 years,282000,168 stirling road,52.4733678,-1.9344597
2020-01,queenstown,3 room,28 to 30,60,model a,2008,87 years 07 months,548000,89 tanglin halt road,1.30118995,103.798929
2020-01,queenstown,3 room,10 to 12,60,model a,2008,87 years 07 months,500000,90 tanglin halt road,1.3005035,103.7989774
2020-01,queenstown,4 room,07 to 09,95,model a,2012,91 years 02 months,706000,28c dover cres,1.3057329,103.7823708
2020-01,queenstown,4 room,04 to 06,89,improved,1973,52 years 04 months,400000,23b queen's close,51.3644551,-0.1528167
2020-01,queenstown,4 room,07 to 09,89,improved,1973,52 years 04 months,425000,23b queen's close,51.3644551,-0.1528167
2020-01,queenstown,4 room,07 to 09,89,improved,1973,52 years 04 months,420000,23b queen's close,51.3644551,-0.1528167
2020-01,queenstown,4 room,22 to 24,96,model a,2000,79 years 10 months,715000,59 strathmore avenue,52.40319455,-1.4979935
2020-01,queenstown,4 room,10 to 12,90,model a,2011,90 years 07 months,765000,62a strathmore avenue,42.8491135,-78.81800841
2020-01,queenstown,4 room,07 to 09,90,model a,2006,85 years 08 months,737200,50 strathmore avenue,52.4033003,-1.49850628
2020-01,queenstown,4 room,28 to 30,90,model a,2008,87 years 08 months,815000,90 tanglin halt road,1.3005035,103.7989774
2020-01,queenstown,4 room,13 to 15,85,model a,2008,87 years 07 months,728000,89 tanglin halt road,1.30118995,103.798929
2020-01,queenstown,4 room,34 to 36,90,model a,2008,87 years 07 months,680000,91 tanglin halt road,1.30075895,103.7994247
2020-01,queenstown,4 room,37 to 39,90,model a,2008,87 years 07 months,828000,91 tanglin halt road,1.30075895,103.7994247
2020-01,queenstown,5 room,07 to 09,125,improved,1996,75 years 07 months,938000,133 clarence lane,1.29228525,103.8146891
2020-01,queenstown,5 room,31 to 33,124,improved,2012,91 years 02 months,975000,28d dover cres,1.3061805,103.7824266
2020-01,queenstown,5 room,13 to 15,117,standard,1977,56 years 01 month,690000,14 ghim moh road,1.30885435,103.7891665
2020-01,queenstown,5 room,22 to 24,130,adjoined flat,1974,53 years 05 months,802000,2 holland avenue,44.7036235,-73.4647045
2020-01,queenstown,5 room,10 to 12,125,improved,1997,76 years 10 months,918000,30a holland close,51.3750991,0.007534
2020-01,queenstown,5 room,07 to 09,128,improved,1996,75 years 10 months,685000,21 queen's close,52.14188985,0.0908289
2020-01,queenstown,5 room,28 to 30,110,improved,2006,85 years 11 months,887000,48 strathmore avenue,52.4033605,-1.49854645
2020-01,queenstown,5 room,10 to 12,110,improved,2006,85 years 11 months,855000,52 strathmore avenue,52.40325775,-1.498477686
2020-01,queenstown,5 room,04 to 06,132,model a,1993,72 years 05 months,860000,81 strathmore avenue,52.40239115,-1.497452941
2020-01,sembawang,2 room,04 to 06,47,model a,2015,94 years 03 months,215000,590a montreal link,1.4502042,103.826977
2020-01,sembawang,2 room,01 to 03,46,model a,2015,94 years 04 months,195000,463a sembawang drive,1.4555825,103.8140894
2020-01,sembawang,3 room,10 to 12,68,model a,2015,94 years 04 months,300000,592a montreal link,1.45090595,103.8272426
2020-01,sembawang,3 room,01 to 03,68,model a,2015,94 years 03 months,280000,591a montreal link,1.4508228,103.8262536
2020-01,sembawang,3 room,10 to 12,68,model a,2015,94 years 04 months,295000,590b montreal link,1.4509113,103.8267419
2020-01,sembawang,3 room,01 to 03,68,model a,2015,94 years 03 months,288000,592a montreal link,1.45090595,103.8272426
2020-01,sembawang,3 room,22 to 24,67,model a,2015,94 years 04 months,300000,463b sembawang drive,1.45610805,103.8140206
2020-01,sembawang,3 room,19 to 21,67,model a,2015,94 years 05 months,300000,463a sembawang drive,1.4555825,103.8140894
2020-01,sembawang,4 room,01 to 03,96,model a,2010,89 years 07 months,345000,487 admiralty link,1.4556422,103.8161201
2020-01,sembawang,4 room,07 to 09,85,model a2,2003,82 years 06 months,302000,485 admiralty link,1.4544973,103.8151495
2020-01,sembawang,4 room,16 to 18,91,model a,2003,82 years 06 months,335000,484 admiralty link,1.4544973,103.8151495
2020-01,sembawang,4 room,10 to 12,96,model a,2010,89 years 07 months,350000,489 admiralty link,1.4550756,103.8168606
2020-01,sembawang,4 room,07 to 09,90,model a,2001,80 years 07 months,345000,504c canberra link,1.45025205,103.8233438
2020-01,sembawang,4 room,13 to 15,85,model a2,2002,82 years,358000,589a montreal drive,1.4498144,103.8259267
2020-01,sembawang,4 room,01 to 03,101,model a,1999,78 years 04 months,365000,319 sembawang close,1.4475897,103.8171664
2020-01,sembawang,4 room,13 to 15,101,model a,1999,78 years 04 months,385000,328 sembawang cres,1.4466625,103.8147847
2020-01,sembawang,4 room,07 to 09,92,model a,2015,94 years 05 months,378000,463c sembawang drive,1.4561724,103.8143792
2020-01,sembawang,4 room,13 to 15,92,model a,2015,94 years 04 months,392000,463b sembawang drive,1.45610805,103.8140206
2020-01,sembawang,4 room,16 to 18,90,premium apartment,2006,85 years 01 month,348000,466b sembawang drive,1.4440676,103.8206094
2020-01,sembawang,4 room,16 to 18,92,model a,2015,94 years 05 months,400000,463c sembawang drive,1.4561724,103.8143792
2020-01,sembawang,4 room,04 to 06,90,model a,2001,80 years 03 months,310000,410 sembawang drive,1.45278705,103.8180539
2020-01,sembawang,4 room,10 to 12,90,model a,2004,83 years 08 months,346000,508b wellington circle,42.68988869,-83.18052202
2020-01,sembawang,4 room,07 to 09,90,model a,2004,83 years 09 months,302000,510b wellington circle,42.68988812,-83.18051452
2020-01,sembawang,5 room,01 to 03,110,improved,2001,80 years 03 months,335000,401 admiralty link,1.4542236,103.8158092
2020-01,sembawang,5 room,13 to 15,110,improved,2001,80 years 03 months,370000,402 admiralty link,1.4544973,103.8151495
2020-01,sembawang,5 room,04 to 06,110,improved,2001,80 years 02 months,396000,420 canberra road,1.45251745,103.8185442
2020-01,sembawang,5 room,01 to 03,111,premium apartment,2001,80 years 05 months,378000,340a sembawang close,1.4475413,103.8177325
2020-01,sembawang,5 room,13 to 15,110,improved,2001,80 years 03 months,410000,410 sembawang drive,1.45278705,103.8180539
2020-01,sembawang,5 room,10 to 12,110,improved,2001,80 years 07 months,395000,501c wellington circle,42.690056,-83.180549
2020-01,sembawang,executive,07 to 09,137,premium apartment,2001,80 years 05 months,490000,468a admiralty drive,1.4505925,103.813844
2020-01,sembawang,executive,10 to 12,125,apartment,2002,81 years 10 months,522000,588b montreal drive,1.4503961,103.8251679
2020-01,sengkang,2 room,13 to 15,45,model a,2007,86 years 06 months,236000,302b anchorvale link,1.38797715,103.8908625
2020-01,sengkang,2 room,13 to 15,44,model a,2007,86 years 06 months,238000,302b anchorvale link,1.38797715,103.8908625
2020-01,sengkang,2 room,07 to 09,46,model a,2015,94 years 06 months,232000,453a fernvale road,1.3942332,103.8759622
2020-01,sengkang,2 room,22 to 24,46,2-room,2014,93 years 06 months,227000,448b sengkang west way,1.3955078,103.8783093
2020-01,sengkang,2 room,16 to 18,46,model a,2014,93 years 06 months,238000,450c sengkang west way,1.3938721,103.8733211
2020-01,sengkang,3 room,01 to 03,67,premium apartment,2015,95 years,322000,334c anchorvale cres,1.3974189,103.8898026
2020-01,sengkang,3 room,07 to 09,67,premium apartment,2015,94 years 11 months,352000,334c anchorvale cres,1.3974189,103.8898026
2020-01,sengkang,3 room,04 to 06,67,premium apartment,2015,94 years 11 months,340000,334c anchorvale cres,1.3974189,103.8898026
2020-01,sengkang,3 room,10 to 12,67,premium apartment,2015,94 years 11 months,365000,334c anchorvale cres,1.3974189,103.8898026
2020-01,sengkang,3 room,04 to 06,67,model a,2011,90 years 10 months,330000,209a compassvale lane,1.38358115,103.8986181
2020-01,sengkang,3 room,04 to 06,67,model a,2011,90 years 10 months,323000,209c compassvale lane,1.3840651,103.8989748
2020-01,sengkang,3 room,07 to 09,67,model a,2015,94 years 04 months,351000,430c fernvale link,1.3928142,103.8790207
2020-01,sengkang,3 room,19 to 21,67,model a,2015,94 years 06 months,357000,453a fernvale road,1.3942332,103.8759622
2020-01,sengkang,3 room,22 to 24,69,model a,2010,89 years 03 months,340000,436a fernvale road,1.3942332,103.8759622
2020-01,sengkang,3 room,19 to 21,67,model a,2013,92 years 11 months,340000,447b jalan kayu,1.39243935,103.8730082
2020-01,sengkang,3 room,04 to 06,67,premium apartment,2015,94 years 07 months,368000,279a sengkang east avenue,1.3858454,103.8928959
2020-01,sengkang,3 room,10 to 12,69,model a,2011,90 years 02 months,338888,439c sengkang west avenue,1.3921842,103.8799967
2020-01,sengkang,3 room,19 to 21,67,model a,2014,93 years 06 months,338888,450c sengkang west way,1.3938721,103.8733211
2020-01,sengkang,3 room,25 to 27,67,model a,2014,93 years 06 months,343000,450b sengkang west way,1.3940498,103.8733382
2020-01,sengkang,4 room,10 to 12,92,premium apartment,2015,94 years 11 months,475000,336b anchorvale cres,1.3976346,103.889181
2020-01,sengkang,4 room,07 to 09,92,premium apartment,2015,95 years,460000,335c anchorvale cres,1.39852735,103.8883066
2020-01,sengkang,4 room,13 to 15,92,premium apartment,2015,94 years 11 months,486000,336b anchorvale cres,1.3976346,103.889181
2020-01,sengkang,4 room,10 to 12,92,premium apartment,2015,94 years 11 months,470000,336d anchorvale cres,1.3977898,103.8882438
2020-01,sengkang,4 room,16 to 18,92,premium apartment,2015,94 years 11 months,470000,336b anchorvale cres,1.3976346,103.889181
2020-01,sengkang,4 room,04 to 06,92,model a,2015,94 years 05 months,463000,333b anchorvale link,1.39455765,103.8914203
2020-01,sengkang,4 room,07 to 09,92,premium apartment,2015,94 years 04 months,458000,326d anchorvale road,1.3962462,103.887638
2020-01,sengkang,4 room,10 to 12,92,premium apartment,2015,94 years 03 months,450000,326d anchorvale road,1.3962462,103.887638
2020-01,sengkang,4 room,04 to 06,95,premium apartment,2002,81 years 11 months,338000,309c anchorvale road,1.3910368,103.8857301
2020-01,sengkang,4 room,13 to 15,92,premium apartment,2015,94 years 03 months,431888,326d anchorvale road,1.3962462,103.887638
2020-01,sengkang,4 room,04 to 06,92,premium apartment,2015,94 years 03 months,415000,326d anchorvale road,1.3962462,103.887638
2020-01,sengkang,4 room,10 to 12,92,premium apartment,2015,94 years 03 months,484000,326d anchorvale road,1.3962462,103.887638
2020-01,sengkang,4 room,10 to 12,92,premium apartment,2003,82 years 04 months,425000,313d anchorvale road,1.3921016,103.8878654
2020-01,sengkang,4 room,04 to 06,92,model a,2015,94 years 07 months,450000,330b anchorvale street,1.39658785,103.8903085
2020-01,sengkang,4 room,10 to 12,92,model a,2015,94 years 07 months,452000,329a anchorvale street,1.39619175,103.8897925
2020-01,sengkang,4 room,10 to 12,92,model a,2015,94 years 07 months,475000,330b anchorvale street,1.39658785,103.8903085
2020-01,sengkang,4 room,16 to 18,92,premium apartment,2007,86 years 08 months,496888,264b compassvale bow,1.3813843,103.8965204
2020-01,sengkang,4 room,04 to 06,92,premium apartment,2007,86 years 07 months,475000,264a compassvale bow,1.3812474,103.8968061
2020-01,sengkang,4 room,07 to 09,90,model a,2002,81 years 01 month,312000,295a compassvale cres,1.39815025,103.8995651
2020-01,sengkang,4 room,10 to 12,90,model a,2002,81 years 01 month,335000,295b compassvale cres,1.39786715,103.9002486
2020-01,sengkang,4 room,13 to 15,90,model a,2001,80 years,405000,204c compassvale drive,1.3891696,103.8934262
2020-01,sengkang,4 room,04 to 06,102,model a,1999,78 years 06 months,380000,206a compassvale lane,1.38669205,103.8965297
2020-01,sengkang,4 room,07 to 09,93,model a,2013,92 years 01 month,425000,211c compassvale lane,1.38526315,103.8991896
2020-01,sengkang,4 room,10 to 12,92,model a,2005,84 years 01 month,393000,207a compassvale lane,1.38517755,103.897725
2020-01,sengkang,4 room,07 to 09,92,premium apartment,2008,87 years 05 months,500000,265a compassvale link,1.3823253,103.8953382
2020-01,sengkang,4 room,01 to 03,90,premium apartment,2009,88 years 07 months,450000,273c compassvale link,1.3845896,103.8944643
2020-01,sengkang,4 room,04 to 06,90,premium apartment,2006,85 years 01 month,432000,268b compassvale link,1.3835157,103.8951601
2020-01,sengkang,4 room,13 to 15,85,model a2,2001,80 years 02 months,445000,257b compassvale road,1.39257295,103.8970169
2020-01,sengkang,4 room,01 to 03,85,model a2,2000,79 years 04 months,365000,249 compassvale road,1.39176395,103.8990928
2020-01,sengkang,4 room,13 to 15,94,premium apartment,2001,80 years 07 months,360000,297a compassvale street,1.3950661,103.9004703
2020-01,sengkang,4 room,04 to 06,90,model a,2001,80 years 08 months,340000,291d compassvale street,1.395728,103.8961358
2020-01,sengkang,4 room,04 to 06,101,model a,1999,78 years 09 months,387000,241 compassvale walk,1.39014405,103.8977588
2020-01,sengkang,4 room,01 to 03,93,premium apartment,2004,83 years 05 months,335000,403c fernvale lane,1.38838695,103.8729862
2020-01,sengkang,4 room,13 to 15,92,model a,2015,94 years 06 months,430000,440a fernvale link,1.3932738,103.8784897
2020-01,sengkang,4 room,22 to 24,92,model a,2015,94 years 06 months,425000,440b fernvale link,1.39338965,103.8781944
2020-01,sengkang,4 room,19 to 21,93,model a,2016,95 years,420000,414b fernvale link,1.39002175,103.8798088
2020-01,sengkang,4 room,04 to 06,93,model a,2016,95 years,415000,416c fernvale link,1.38990545,103.8803844
2020-01,sengkang,4 room,04 to 06,93,model a,2016,95 years,387000,414a fernvale link,1.3928142,103.8790207
2020-01,sengkang,4 room,22 to 24,92,model a,2015,94 years 06 months,455000,440c fernvale link,1.39259085,103.8784299
2020-01,sengkang,4 room,10 to 12,93,model a,2012,91 years 02 months,411000,441d fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,07 to 09,96,model a,2010,89 years 03 months,420000,436a fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,01 to 03,90,premium apartment,2005,84 years,363000,407a fernvale road,1.3884585,103.8752596
2020-01,sengkang,4 room,19 to 21,92,model a,2015,94 years 06 months,453000,453c fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,10 to 12,95,premium apartment,2012,91 years 11 months,400000,410a fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,13 to 15,96,model a,2010,89 years 03 months,393000,436d fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,07 to 09,93,model a,2012,91 years 01 month,420000,441b fernvale road,1.3912318,103.8746622
2020-01,sengkang,4 room,19 to 21,94,model a,2012,91 years 11 months,415000,443b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,04 to 06,95,premium apartment,2012,91 years 10 months,410000,410c fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,16 to 18,95,premium apartment,2012,91 years 11 months,438888,410b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,04 to 06,92,model a,2015,94 years 06 months,393000,453b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,07 to 09,90,premium apartment,2004,83 years 11 months,366000,406a fernvale road,1.38808855,103.8742582
2020-01,sengkang,4 room,16 to 18,92,model a,2015,94 years 06 months,415000,453c fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,04 to 06,95,premium apartment,2012,91 years 10 months,402888,411b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,16 to 18,94,premium apartment,2013,92 years 05 months,445000,434b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,07 to 09,92,model a,2015,94 years 06 months,420000,453b fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,04 to 06,94,premium apartment,2013,92 years 06 months,395000,434a fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,19 to 21,92,model a,2015,94 years 06 months,435000,453d fernvale road,1.3942332,103.8759622
2020-01,sengkang,4 room,19 to 21,96,model a,2010,89 years 02 months,409000,436d fernvale road,1.3942332,103.8759622
